Date,Open,High,Low,Close,Adj Close,Volume
10/11/2019,296.269989,298.73999,296.140015,296.279999,275.105743,98720400
10/14/2019,295.929993,296.670013,295.570007,295.950012,274.799316,40394800
10/15/2019,297.100006,299.700012,296.970001,298.880005,277.519958,46754500
10/16/2019,298.369995,299.160004,297.920013,298.399994,277.074219,48928200
10/17/2019,299.679993,300.23999,298.519989,299.279999,277.891296,45736600
10/18/2019,298.690002,299.399994,297.029999,297.970001,276.674927,64304000
10/21/2019,299.420013,300.209991,298.940002,299.98999,278.550598,39048600
10/22/2019,300.579987,300.899994,298.910004,299.01001,277.640686,48594700
10/23/2019,298.730011,299.940002,298.5,299.880005,278.448486,34352200
10/24/2019,300.910004,301.070007,299.459991,300.369995,278.903473,35453100
10/25/2019,299.73999,302.200012,299.679993,301.600006,280.045532,45205400
10/28/2019,302.940002,303.850006,302.910004,303.299988,281.624023,42147000
10/29/2019,303,304.230011,302.859985,303.209991,281.540466,44284900
10/30/2019,303.429993,304.549988,301.98999,304.140015,282.404053,49643900
10/31/2019,304.130005,304.130005,301.730011,303.329987,281.651947,69053800
11/1/2019,304.920013,306.190002,304.73999,306.140015,284.261017,71141500
11/4/2019,307.850006,308,306.959991,307.369995,285.403198,60606900
11/5/2019,307.589996,307.920013,306.709991,307.029999,285.087463,42933200
11/6/2019,307.029999,307.399994,306.059998,307.100006,285.152496,46487100
11/7/2019,308.570007,309.649994,307.660004,308.179993,286.155273,54272300
11/8/2019,307.799988,309,307.029999,308.940002,286.860962,49032100
11/11/2019,307.420013,308.540009,307.269989,308.350006,286.31308,35797300
11/12/2019,308.75,309.98999,308.149994,309,286.916656,46484600
11/13/2019,307.910004,309.540009,307.660004,309.100006,287.009552,53917700
11/14/2019,308.790009,309.640015,308.089996,309.549988,287.427368,51219900
11/15/2019,311.019989,311.839996,310.26001,311.790009,289.507355,62023600
11/18/2019,311.529999,312.279999,311.029999,312.019989,289.720886,49228000
11/19/2019,312.679993,312.690002,311.220001,311.929993,289.637299,67804700
11/20/2019,311.279999,311.850006,309.059998,310.769989,288.560181,79406200
11/21/2019,310.890015,311.01001,309.390015,310.269989,288.095947,54664700
11/22/2019,311.089996,311.23999,309.850006,310.959991,288.736633,44850200
11/25/2019,311.980011,313.369995,311.980011,313.369995,290.974396,48647200
11/26/2019,313.410004,314.279999,313.059998,314.079987,291.633606,37569000
11/27/2019,314.609985,315.480011,314.369995,315.480011,292.933624,44444600
11/29/2019,314.859985,315.130005,314.059998,314.309998,291.847229,36592700
12/2/2019,314.589996,314.660004,311.170013,311.640015,289.368042,75767800
12/3/2019,308.649994,309.640015,307.130005,309.549988,287.427368,73941700
12/4/2019,310.700012,312.119995,310.320007,311.459991,289.200836,49080000
12/5/2019,312.230011,312.25,310.579987,312.019989,289.720886,40709000
12/6/2019,314.119995,315.309998,314.109985,314.869995,292.367188,48927000
12/9/2019,314.440002,315.179993,313.799988,313.880005,291.447937,34838500
12/10/2019,313.820007,314.549988,312.809998,313.529999,291.122925,52649800
12/11/2019,314.029999,314.700012,313.440002,314.420013,291.94928,53429100
12/12/2019,314.429993,317.98999,314.170013,317.130005,294.465668,96389600
12/13/2019,316.869995,318.670013,316.019989,317.320007,294.64212,81503900
12/16/2019,319.220001,320.149994,317.25,319.5,296.66629,82749700
12/17/2019,319.920013,320.25,319.480011,319.570007,296.731293,61097700
12/18/2019,320,320.25,319.529999,319.589996,296.749817,48133000
12/19/2019,319.799988,320.980011,319.519989,320.899994,297.966217,85310500
12/20/2019,320.459991,321.970001,319.390015,320.730011,299.272552,147142100
12/23/2019,321.589996,321.649994,321.059998,321.220001,299.729767,52990000
12/24/2019,321.470001,321.519989,320.899994,321.230011,299.739136,20270000
12/26/2019,321.649994,322.950012,321.640015,322.940002,301.334717,30911200
12/27/2019,323.73999,323.799988,322.279999,322.859985,301.26004,42528800
12/30/2019,322.950012,323.100006,320.549988,321.079987,299.599121,49729100
12/31/2019,320.529999,322.130005,320.149994,321.859985,300.326965,57077300
1/2/2020,323.540009,324.890015,322.529999,324.869995,303.135498,59151200
1/3/2020,321.160004,323.640015,321.100006,322.410004,300.840118,77709700
1/6/2020,320.48999,323.730011,320.359985,323.640015,301.987976,55653900
1/7/2020,323.019989,323.540009,322.23999,322.730011,301.138763,40496400
1/8/2020,322.940002,325.779999,322.670013,324.450012,302.743774,68296000
1/9/2020,326.160004,326.730011,325.519989,326.649994,304.796539,48473300
1/10/2020,327.290009,327.459991,325.200012,325.709991,303.919403,53029300
1/13/2020,326.390015,327.959991,325.920013,327.950012,306.009521,47086800
1/14/2020,327.470001,328.619995,326.839996,327.450012,305.542969,62832800
1/15/2020,327.350006,329.019989,327.26001,328.190002,306.233429,72056600
1/16/2020,329.700012,330.920013,329.450012,330.920013,308.780823,54050300
1/17/2020,331.700012,332.179993,330.850006,331.950012,309.741943,95846000
1/21/2020,330.899994,332.179993,330.820007,331.299988,309.135406,77742400
1/22/2020,332.23999,332.950012,331.170013,331.339996,309.172668,48914900
1/23/2020,330.630005,332.170013,329.410004,331.720001,309.527283,51963000
1/24/2020,332.440002,332.529999,327.359985,328.769989,306.774658,87578400
1/27/2020,323.029999,325.119995,322.660004,323.5,301.857269,84062500
1/28/2020,325.059998,327.850006,323.600006,326.890015,305.020508,63834000
1/29/2020,328.380005,328.630005,326.399994,326.619995,304.768463,53888900
1/30/2020,324.359985,327.910004,323.540009,327.679993,305.757568,75491800
1/31/2020,327,327.170013,320.730011,321.730011,300.205719,113845600
2/3/2020,323.350006,326.160004,323.220001,324.119995,302.43576,69083000
2/4/2020,328.070007,330.01001,327.720001,329.059998,307.045227,62573200
2/5/2020,332.269989,333.089996,330.670013,332.859985,310.591095,65951100
2/6/2020,333.910004,334.190002,332.799988,333.980011,311.636078,50359700
2/7/2020,332.820007,333.98999,331.600006,332.200012,309.97522,64139400
2/10/2020,331.230011,334.75,331.190002,334.679993,312.289246,42070000
2/11/2020,336.160004,337.019989,334.679993,335.26001,312.830505,54864500
2/12/2020,336.829987,337.649994,336.429993,337.420013,314.845947,43992700
2/13/2020,335.859985,338.119995,335.559998,337.059998,314.510071,54501900
2/14/2020,337.51001,337.730011,336.200012,337.600006,315.013947,64582200
2/18/2020,336.51001,337.670013,335.209991,336.730011,314.202179,57226200
2/19/2020,337.790009,339.079987,337.480011,338.339996,315.704437,48814700
2/20/2020,337.73999,338.640015,333.679993,336.950012,314.40744,74163400
2/21/2020,335.470001,335.809998,332.579987,333.480011,311.169586,113788200
2/24/2020,323.140015,333.559998,321.23999,322.420013,300.849487,161088400
2/25/2020,323.940002,324.609985,311.690002,312.649994,291.733246,218913200
2/26/2020,314.179993,318.109985,310.700012,311.5,290.660095,194773800
2/27/2020,305.459991,311.559998,297.51001,297.51001,277.605988,284353500
2/28/2020,288.700012,297.890015,285.540009,296.26001,276.439636,384975800
3/2/2020,298.209991,309.160004,294.459991,309.089996,288.411316,238703600
3/3/2020,309.5,313.839996,297.570007,300.23999,280.153381,300139100
3/4/2020,306.119995,313.100006,303.329987,312.859985,291.929047,176613400
3/5/2020,304.980011,308.470001,300.01001,302.459991,282.224792,186366800
3/6/2020,293.149994,298.779999,290.230011,297.459991,277.559357,228667200
3/9/2020,275.299988,284.190002,273.450012,274.230011,255.883514,309417300
3/10/2020,284.640015,288.519989,273.5,288.420013,269.124237,276444100
3/11/2020,280.700012,281.940002,270.880005,274.359985,256.004761,255316300
3/12/2020,256,266.660004,247.679993,248.110001,231.510986,392220700
3/13/2020,263.089996,271.480011,248.520004,269.320007,251.301987,329566100
3/16/2020,241.179993,256.899994,237.360001,239.850006,223.803574,297240000
3/17/2020,245.039993,256.170013,237.070007,252.800003,235.887238,262070500
3/18/2020,236.25,248.369995,228.020004,240,223.943588,327597100
3/19/2020,239.25,247.380005,232.220001,240.509995,224.419464,289322000
3/20/2020,242.529999,244.470001,228.5,228.800003,214.748245,347158800
3/23/2020,228.190002,229.679993,218.259995,222.949997,209.257523,326025200
3/24/2020,234.419998,244.100006,233.800003,243.149994,228.216934,235494500
3/25/2020,244.869995,256.350006,239.75,246.789993,231.633392,299430300
3/26/2020,249.520004,262.799988,249.050003,261.200012,245.158417,257632800
3/27/2020,253.270004,260.809998,251.050003,253.419998,237.856232,224341200
3/30/2020,255.699997,262.429993,253.529999,261.649994,245.58075,171369500
3/31/2020,260.559998,263.329987,256.220001,257.75,241.920288,194881100
4/1/2020,247.979996,257.660004,243.899994,246.149994,231.032684,189554600
4/2/2020,245.190002,252.679993,244.589996,251.830002,236.363861,177660400
4/3/2020,250.759995,253.320007,245.220001,248.190002,232.947403,135561200
4/6/2020,257.839996,267,248.169998,264.859985,248.593582,188061200
4/7/2020,274.209991,275.029999,264.890015,265.130005,248.847031,201427200
4/8/2020,267.959991,276,265.25,274.029999,257.200439,153774500
4/9/2020,277.579987,281.200012,275.470001,278.200012,261.114319,189999200
4/13/2020,277.140015,277.51001,271.410004,275.660004,258.730347,114839100
4/14/2020,280.980011,284.899994,275.51001,283.790009,266.361023,134143400
4/15/2020,277.570007,283.940002,275.459991,277.76001,260.701416,121775000
4/16/2020,279.149994,280.029999,275.76001,279.100006,261.959106,131798300
4/17/2020,285.380005,287.299988,282.399994,286.640015,269.036041,146684800
4/20/2020,282.609985,286.790009,281.350006,281.589996,264.296112,100109300
4/21/2020,276.730011,278.040009,272.019989,273.040009,256.271271,126385700
4/22/2020,278.350006,281,276.910004,279.100006,261.959106,92951600
4/23/2020,280.48999,283.940002,278.75,279.079987,261.940277,104709700
4/24/2020,280.730011,283.700012,278.5,282.970001,265.591461,85063200
4/27/2020,285.119995,288.269989,284.619995,287.049988,269.420776,77896600
4/28/2020,291.019989,291.399994,285.399994,285.730011,268.181854,105270000
4/29/2020,291.529999,294.880005,290.410004,293.209991,275.202484,118745600
4/30/2020,291.709991,293.320007,288.589996,290.480011,272.640198,122901700
5/1/2020,285.309998,290.660004,281.519989,282.790009,265.422577,125180000
5/4/2020,280.73999,283.899994,279.130005,283.570007,266.154541,80873200
5/5/2020,286.640015,289.25,283.709991,286.190002,268.613678,79569900
5/6/2020,288.040009,288.459991,283.779999,284.25,266.792725,73632600
5/7/2020,287.75,289.779999,287.130005,287.679993,270.012177,75250400
5/8/2020,291.089996,292.950012,289.859985,292.440002,274.479797,76452400
5/11/2020,290.339996,294,289.880005,292.5,274.536133,79514200
5/12/2020,293.790009,294.23999,286.519989,286.670013,269.06424,95870800
5/13/2020,286.059998,287.190002,278.959991,281.600006,264.305603,144721100
5/14/2020,278.950012,285.109985,272.98999,284.970001,267.468597,121977900
5/15/2020,282.369995,286.329987,281.339996,286.279999,268.698181,111146300
5/18/2020,293.049988,296.75,292.700012,295,276.882538,119703800
5/19/2020,294.350006,296.209991,291.950012,291.970001,274.038605,95189300
5/20/2020,295.820007,297.869995,295.570007,296.929993,278.694031,85861700
5/21/2020,296.790009,297.670013,293.690002,294.880005,276.769958,78293900
5/22/2020,294.570007,295.630005,293.220001,295.440002,277.295532,63958200
5/26/2020,301.929993,302.190002,295.459991,299.079987,280.712067,88951400
5/27/2020,302.119995,303.570007,296.869995,303.529999,284.888702,104817400
5/28/2020,304.649994,306.839996,302.23999,302.970001,284.363129,90405200
5/29/2020,302.459991,304.959991,299.470001,304.320007,285.630219,119090800
6/1/2020,303.619995,306.209991,303.059998,305.549988,286.784637,55758300
6/2/2020,306.549988,308.130005,305.100006,308.079987,289.159241,74267200
6/3/2020,310.23999,313.220001,309.940002,312.179993,293.007477,92567600
6/4/2020,311.109985,313,309.079987,311.359985,292.237762,75794400
6/5/2020,317.230011,321.269989,317.160004,319.339996,299.727753,150524700
6/8/2020,320.220001,323.410004,319.630005,323.200012,303.3508,73641200
6/9/2020,320.299988,323.279999,319.359985,320.790009,301.088654,77479200
6/10/2020,321.420013,322.390015,318.220001,319,299.40863,95000800
6/11/2020,311.459991,312.149994,300.01001,300.609985,282.148071,209243600
6/12/2020,308.23999,309.079987,298.600006,304.209991,285.526917,194678900
6/15/2020,298.019989,308.279999,296.73999,307.049988,288.192474,135782700
6/16/2020,315.480011,315.640015,307.670013,312.959991,293.739563,137627500
6/17/2020,314.070007,314.390015,310.859985,311.660004,292.519409,83398900
6/18/2020,310.01001,312.299988,309.51001,311.779999,292.63208,80828700
6/19/2020,314.170013,314.380005,306.529999,308.640015,290.959686,135549600
6/22/2020,307.98999,311.049988,306.75,310.619995,292.826233,74649400
6/23/2020,313.48999,314.5,311.609985,312.049988,294.174286,68471200
6/24/2020,309.839996,310.51001,302.100006,304.089996,286.670288,132813500
6/25/2020,303.470001,307.640015,301.279999,307.350006,289.743591,89468000
6/26/2020,306.160004,306.390015,299.420013,300.049988,282.861755,127961000
6/29/2020,301.410004,304.609985,298.929993,304.459991,287.019135,79773300
6/30/2020,303.98999,310.200012,303.820007,308.359985,290.69574,113394800
7/1/2020,309.570007,311.890015,309.070007,310.519989,292.731964,72396500
7/2/2020,314.23999,315.700012,311.51001,312.230011,294.344025,69344200
7/6/2020,316.369995,317.679993,315.559998,317.049988,298.887878,61713800
7/7/2020,315.380005,317.519989,313.369995,313.779999,295.805267,82910000
7/8/2020,314.609985,316.299988,312.700012,316.179993,298.067719,54638600
7/9/2020,316.839996,317.100006,310.679993,314.380005,296.37088,83354200
7/10/2020,314.309998,317.880005,312.76001,317.589996,299.396973,57550400
7/13/2020,320.130005,322.709991,314.130005,314.839996,296.804535,102997500
7/14/2020,313.299988,319.76001,312,318.920013,300.650818,93657000
7/15/2020,322.410004,323.040009,319.269989,321.850006,303.412994,87196500
7/16/2020,319.790009,321.279999,319.089996,320.790009,302.413666,54622500
7/17/2020,321.880005,322.570007,319.73999,321.720001,303.290344,62774900
7/20/2020,321.429993,325.130005,320.619995,324.320007,305.741425,56308800
7/21/2020,326.450012,326.929993,323.940002,325.01001,306.391937,57292200
7/22/2020,324.619995,327.200012,324.5,326.859985,308.135864,57792900
7/23/2020,326.470001,327.230011,321.480011,322.959991,304.459381,75738000
7/24/2020,320.950012,321.98999,319.25,320.880005,302.498474,73766600
7/27/2020,321.630005,323.410004,320.769989,323.220001,304.704437,48293000
7/28/2020,322.429993,323.640015,320.850006,321.170013,302.771881,57495000
7/29/2020,322.119995,325.730011,322.079987,325.119995,306.495636,48454200
7/30/2020,321.899994,324.410004,319.640015,323.959991,305.4021,61861700
7/31/2020,325.899994,326.630005,321.329987,326.519989,307.815399,84986800
8/3/2020,328.320007,329.619995,327.730011,328.790009,309.955414,53077900
8/4/2020,327.859985,330.059998,327.859985,330.059998,311.15271,41917900
8/5/2020,331.470001,332.390015,331.179993,332.109985,313.085236,42697700
8/6/2020,331.480011,334.459991,331.130005,334.329987,315.177979,43679400
8/7/2020,333.279999,334.880005,332.299988,334.570007,315.404266,57308300
8/10/2020,335.059998,335.769989,332.959991,335.570007,316.347015,44282100
8/11/2020,336.850006,337.540009,332.01001,332.799988,313.735657,69601100
8/12/2020,335.440002,338.279999,335.410004,337.440002,318.109863,53774400
8/13/2020,336.609985,338.25,335.829987,336.829987,317.53479,41816100
8/14/2020,336.410004,337.420013,335.619995,336.839996,317.54425,47260400
8/17/2020,337.940002,338.339996,336.850006,337.910004,318.552979,35481000
8/18/2020,338.339996,339.100006,336.609985,338.640015,319.241119,38733900
8/19/2020,339.049988,339.609985,336.619995,337.230011,317.911896,68054200
8/20/2020,335.359985,338.799988,335.220001,338.279999,318.901764,42207800
8/21/2020,337.920013,339.720001,337.549988,339.480011,320.03302,55106600
8/24/2020,342.119995,343,339.450012,342.920013,323.27594,48588700
8/25/2020,343.529999,344.209991,342.269989,344.119995,324.407196,38463400
8/26/2020,344.76001,347.859985,344.170013,347.570007,327.659607,50790200
8/27/2020,348.51001,349.899994,346.529999,348.329987,328.376038,58034100
8/28/2020,349.440002,350.720001,348.149994,350.579987,330.497101,48588900
8/31/2020,350.350006,351.299988,349.059998,349.309998,329.299896,66099200
9/1/2020,350.209991,352.709991,349.23999,352.600006,332.401459,54908700
9/2/2020,354.670013,358.75,353.429993,357.700012,337.20929,69540000
9/3/2020,355.869995,356.380005,342.589996,345.390015,325.604462,148011100
9/4/2020,346.130005,347.829987,334.869995,342.570007,322.946045,139156300
9/8/2020,336.709991,342.640015,332.880005,333.209991,314.122192,114465300
9/9/2020,337.549988,342.459991,336.609985,339.790009,320.325195,91462300
9/10/2020,341.820007,342.529999,332.850006,333.890015,314.763153,90569500
9/11/2020,335.820007,336.970001,331,334.059998,314.923462,84680200
9/14/2020,337.48999,340.380005,334.220001,338.459991,319.071411,65605700
9/15/2020,341.119995,342.019989,338.470001,340.170013,320.683441,52920900
9/16/2020,341.51001,343.059998,338.519989,338.820007,319.410828,82096000
9/17/2020,333.559998,337.700012,332.98999,335.839996,316.601532,91523300
9/18/2020,335.369995,335.48999,327.970001,330.649994,312.956604,105877900
9/21/2020,325.700012,327.130005,321.730011,326.970001,309.473511,99450800
9/22/2020,328.570007,330.899994,325.859985,330.299988,312.625305,63612100
9/23/2020,330.899994,331.200012,322.100006,322.640015,305.375214,93112200
9/24/2020,321.220001,326.799988,319.799988,323.5,306.189178,76681300
9/25/2020,322.579987,329.579987,321.640015,328.730011,311.139404,71069400
9/28/2020,333.220001,334.959991,332.149994,334.190002,316.307159,64584600
9/29/2020,333.970001,334.769989,331.619995,332.369995,314.584534,51304000
9/30/2020,333.089996,338.290009,332.880005,334.890015,316.969666,104081100
10/1/2020,337.690002,338.73999,335.01001,337.040009,319.0047,88698700
10/2/2020,331.700012,337.01001,331.190002,333.839996,315.97583,89431100
10/5/2020,336.059998,339.959991,336.01001,339.76001,321.579071,45713100
10/6/2020,339.910004,342.170013,334.380005,334.929993,317.007507,90128900
10/7/2020,338.119995,341.630005,338.089996,340.76001,322.525574,56999600
10/8/2020,342.850006,343.850006,341.859985,343.779999,325.383972,45242500
10/9/2020,345.559998,347.350006,344.890015,346.850006,328.289673,59528600
10/12/2020,349.589996,354.019989,349.059998,352.429993,333.571136,80388500
10/13/2020,352.279999,352.470001,349.089996,350.130005,331.394165,73255500
10/14/2020,350.75,351.929993,347.140015,347.929993,329.311859,57727900
10/15/2020,343.709991,348.019989,343.130005,347.5,328.904907,60357700
10/16/2020,348.959991,350.75,347.100006,347.290009,328.706146,89501900
10/19/2020,348.649994,349.329987,341.040009,342.01001,323.70871,68425600
10/20/2020,343.459991,346.880005,342.640015,343.380005,325.005371,60051900
10/21/2020,343.329987,345.670013,342.399994,342.730011,324.390198,63575000
10/22/2020,342.959991,345.23999,340.649994,344.609985,326.169556,55399300
10/23/2020,345.929993,345.98999,343.130005,345.779999,327.276917,49143900
10/26/2020,342.130005,342.980011,335.619995,339.390015,321.228882,91473000
10/27/2020,339.76001,340.119995,337.98999,338.220001,320.121582,65994100
10/28/2020,332.100006,338.25,326.130005,326.660004,309.180054,127094300
10/29/2020,326.910004,333.399994,325.089996,329.980011,312.32254,90597700
10/30/2020,328.279999,329.690002,322.600006,326.540009,309.066528,120287300
11/2/2020,330.200012,332.359985,327.23999,330.200012,312.53064,86068300
11/3/2020,333.690002,338.25,330.290009,336.029999,318.048706,93294200
11/4/2020,340.859985,347.940002,339.589996,343.540009,325.15683,126959700
11/5/2020,349.23999,352.190002,348.859985,350.23999,331.498291,82039700
11/6/2020,349.929993,351.51001,347.649994,350.160004,331.422638,74973000
11/9/2020,363.970001,364.380005,354.059998,354.559998,335.587128,172304200
11/10/2020,353.48999,355.179993,350.51001,354.040009,335.095001,85552000
11/11/2020,356.399994,357.559998,355.059998,356.670013,337.584229,58649000
11/12/2020,355.579987,356.720001,351.26001,353.209991,334.309387,67546200
11/13/2020,355.269989,358.899994,354.709991,358.100006,338.937744,62892200
11/16/2020,360.980011,362.779999,359.589996,362.570007,343.168549,74541100
11/17/2020,359.970001,361.920013,358.339996,360.619995,341.322845,66111000
11/18/2020,360.910004,361.5,356.23999,356.279999,337.215118,70591300
11/19/2020,355.600006,358.179993,354.149994,357.779999,338.634857,59940900
11/20/2020,357.5,357.720001,355.25,355.329987,336.315887,70417300
11/23/2020,357.279999,358.820007,354.869995,357.459991,338.33197,63230600
11/24/2020,360.209991,363.809998,359.290009,363.220001,343.783844,62415900
11/25/2020,363.130005,363.160004,361.480011,362.660004,343.253693,45330900
11/27/2020,363.839996,364.179993,362.579987,363.670013,344.209686,28514100
11/30/2020,362.829987,363.119995,359.170013,362.059998,342.685822,83872700
12/1/2020,365.570007,367.679993,364.929993,366.019989,346.433838,74231400
12/2/2020,364.820007,366.959991,364.200012,366.790009,347.16272,45927000
12/3/2020,366.679993,368.190002,365.5,366.690002,347.068054,62882000
12/4/2020,367.320007,369.850006,367.220001,369.850006,350.05896,50749900
12/7/2020,369.019989,369.619995,367.720001,369.089996,349.339661,48944300
12/8/2020,367.720001,370.779999,367.670013,370.170013,350.361908,42458900
12/9/2020,370.880005,371.049988,365.950012,366.850006,347.219513,74098300
12/10/2020,365.369995,367.859985,364.429993,366.730011,347.105957,57735400
12/11/2020,364.899994,366.73999,363.26001,366.299988,346.698914,57698600
12/14/2020,368.640015,369.799988,364.470001,364.660004,345.146667,69216200
12/15/2020,367.399994,369.589996,365.920013,369.589996,349.812836,63865300
12/16/2020,369.820007,371.160004,368.869995,370.170013,350.361908,58420500
12/17/2020,371.940002,372.459991,371.049988,372.23999,352.321045,64119500
12/18/2020,370.970001,371.149994,367.019989,369.179993,350.914307,136542300
12/21/2020,364.970001,378.459991,362.029999,367.859985,349.659546,96386700
12/22/2020,368.209991,368.329987,366.029999,367.23999,349.070251,47949000
12/23/2020,368.279999,369.619995,367.220001,367.570007,349.383942,46201400
12/24/2020,368.079987,369.029999,367.450012,369,350.743195,26457900
12/28/2020,371.73999,372.589996,371.070007,372.170013,353.756378,39000400
12/29/2020,373.809998,374,370.829987,371.459991,353.081421,53680500
12/30/2020,372.339996,373.100006,371.570007,371.98999,353.585236,49455300
12/31/2020,371.779999,374.660004,371.230011,373.880005,355.381714,78520700
1/4/2021,375.309998,375.450012,364.820007,368.790009,350.543549,110210800
1/5/2021,368.100006,372.5,368.049988,371.329987,352.957886,66426200
1/6/2021,369.709991,376.980011,369.119995,373.549988,355.068085,107997700
1/7/2021,376.100006,379.899994,375.910004,379.100006,360.343475,68766800
1/8/2021,380.589996,381.48999,377.100006,381.26001,362.396606,71677200
1/11/2021,377.850006,380.579987,377.720001,378.690002,359.953674,51034700
1/12/2021,378.890015,379.859985,376.359985,378.769989,360.029785,52547700
1/13/2021,378.690002,380.859985,377.850006,379.790009,360.999329,45303600
1/14/2021,380.589996,381.130005,378.100006,378.459991,359.735077,49989100
1/15/2021,376.720001,377.579987,373.700012,375.700012,357.111694,107160000
1/19/2021,378.339996,379.230011,376.75,378.649994,359.915771,51233300
1/20/2021,381.109985,384.790009,380.690002,383.890015,364.896484,61836100
1/21/2021,384.48999,384.950012,383.25,384.23999,365.229187,47840100
1/22/2021,382.25,384.130005,381.839996,382.880005,363.936432,52860500
1/25/2021,383.670013,384.769989,378.459991,384.390015,365.371765,70402000
1/26/2021,385.410004,385.850006,383.540009,383.790009,364.801392,42665300
1/27/2021,380.220001,380.320007,372.01001,374.410004,355.885529,123351100
1/28/2021,376.359985,381.929993,375.890015,377.630005,358.946228,94198100
1/29/2021,375.630005,376.670013,368.269989,370.070007,351.760223,126765100
2/1/2021,373.720001,377.339996,370.380005,376.230011,357.615479,75817600
2/2/2021,379.649994,383.220001,376.320007,381.549988,362.672211,64450700
2/3/2021,382.440002,383.700012,380.480011,381.850006,362.957397,52427100
2/4/2021,382.959991,386.23999,381.970001,386.190002,367.082733,47142600
2/5/2021,388.200012,388.470001,386.140015,387.709991,368.527466,48669800
2/8/2021,389.269989,390.559998,388.350006,390.51001,371.188965,38365200
2/9/2021,389.609985,390.890015,389.170013,390.25,370.941772,35551100
2/10/2021,392.119995,392.279999,387.5,390.079987,370.780243,59154400
2/11/2021,391.23999,391.690002,388.100006,390.709991,371.379028,42913300
2/12/2021,389.850006,392.899994,389.769989,392.640015,373.213593,50593300
2/16/2021,393.959991,394.170013,391.529999,392.299988,372.890381,50972400
2/17/2021,390.420013,392.660004,389.329987,392.390015,372.975922,52290600
2/18/2021,389.589996,391.519989,387.73999,390.720001,371.38858,59712800
2/19/2021,392.070007,392.380005,389.549988,390.029999,370.732727,83241000
2/22/2021,387.059998,389.619995,386.73999,387.029999,367.881165,67414200
2/23/2021,384.660004,388.950012,380.200012,387.5,368.32785,107284100
2/24/2021,386.329987,392.230011,385.269989,391.769989,372.386566,72433900
2/25/2021,390.410004,391.880005,380.779999,382.329987,363.413635,146670500
2/26/2021,384.350006,385.579987,378.230011,380.359985,361.541168,152701600
3/1/2021,385.589996,390.920013,380.570007,389.579987,370.304932,105348800
3/2/2021,389.820007,390.070007,386,386.540009,367.415375,79595300
3/3/2021,385.790009,386.829987,381.309998,381.420013,362.548737,119940200
3/4/2021,381.220001,384,371.880005,376.700012,358.062256,183433000
3/5/2021,380.459991,384.76001,372.640015,383.630005,364.649353,152039600
3/8/2021,384.660004,387.679993,381.420013,381.720001,362.833862,123149200
3/9/2021,385.850006,389.910004,385.309998,387.170013,368.014191,113633600
3/10/2021,389.690002,391.399994,388.170013,389.579987,370.304932,109899400
3/11/2021,392.230011,395.649994,391.73999,393.529999,374.05957,86245000
